2017-02-07T16:02:27.7500000Z|Program_Name_Editing|NIST_MTC_CRADA_COVER_REV-A.NC
2017-02-07T16:03:08.7812500Z|Program_Runtime_Seconds|31
2017-02-07T16:03:09.8437500Z|Program_Runtime_Seconds|32
2017-02-07T16:03:10.7812500Z|Program_Runtime_Seconds|33
2017-02-07T16:03:11.5000000Z|Feed_Rate|50.4333333333333
2017-02-07T16:03:11.6406250Z|Feed_Rate|34.0833333333333
2017-02-07T16:03:11.8125000Z|Block_Number|25
2017-02-07T16:03:11.8281250Z|Feed_Rate|34.45
2017-02-07T16:03:11.8437500Z|Program_Runtime_Seconds|34
2017-02-07T16:03:11.9843750Z|Block_Number|26
2017-02-07T16:03:12.0000000Z|Feed_Rate|56.55
2017-02-07T16:03:12.1562500Z|Feed_Rate|172.9
2017-02-07T16:03:12.7968750Z|Program_Runtime_Seconds|35
2017-02-07T16:03:13.1250000Z|Block_Number|27
2017-02-07T16:03:13.1406250Z|Feed_Rate|125.066666666667
2017-02-07T16:03:13.2812500Z|Feed_Rate|65.9333333333333
2017-02-07T16:03:13.4531250Z|Block_Number|28
2017-02-07T16:03:13.4687500Z|Feed_Rate|11.05
2017-02-07T16:03:13.6406250Z|Feed_Rate|50.8
2017-02-07T16:03:13.7812500Z|Program_Runtime_Seconds|36
2017-02-07T16:03:14.8281250Z|Program_Runtime_Seconds|37
2017-02-07T16:03:15.7656250Z|Program_Runtime_Seconds|38
2017-02-07T16:03:16.8281250Z|Program_Runtime_Seconds|39
2017-02-07T16:03:17.4375000Z|Feed_Rate|40.9666666666667
2017-02-07T16:03:17.6250000Z|Block_Number|29
2017-02-07T16:03:17.6406250Z|Feed_Rate|33.15
2017-02-07T16:03:17.7812500Z|Block_Number|30
2017-02-07T16:03:17.7968750Z|Feed_Rate|38.2833333333333
2017-02-07T16:03:17.8125000Z|Program_Runtime_Seconds|40
2017-02-07T16:03:17.9687500Z|Feed_Rate|172.9
2017-02-07T16:03:18.6250000Z|Program_Runtime_Seconds|41
2017-02-07T16:03:18.9062500Z|Feed_Rate|161.166666666667
2017-02-07T16:03:19.0781250Z|Block_Number|31
2017-02-07T16:03:19.0937500Z|Feed_Rate|109.983333333333
2017-02-07T16:03:19.2656250Z|Block_Number|32
2017-02-07T16:03:19.2812500Z|Feed_Rate|3.88333333333333
2017-02-07T16:03:19.4062500Z|Feed_Rate|45.5166666666667
2017-02-07T16:03:19.5625000Z|Feed_Rate|50.8
2017-02-07T16:03:19.7031250Z|Program_Runtime_Seconds|42
2017-02-07T16:03:20.8125000Z|Program_Runtime_Seconds|43
2017-02-07T16:03:21.7187500Z|Program_Runtime_Seconds|44
2017-02-07T16:03:22.7968750Z|Program_Runtime_Seconds|45
2017-02-07T16:03:23.0937500Z|Feed_Rate|50.6666666666667
2017-02-07T16:03:23.2656250Z|Feed_Rate|36.0666666666667
2017-02-07T16:03:23.4375000Z|Block_Number|33
2017-02-07T16:03:23.4531250Z|Feed_Rate|35.5666666666667
2017-02-07T16:03:23.6250000Z|Block_Number|34
2017-02-07T16:03:23.6406250Z|Feed_Rate|102.283333333333
2017-02-07T16:03:23.6562500Z|Program_Runtime_Seconds|46
2017-02-07T16:03:23.7812500Z|Feed_Rate|172.766666666667
2017-02-07T16:03:23.9375000Z|Feed_Rate|172.9
2017-02-07T16:03:24.7500000Z|Block_Number|35
2017-02-07T16:03:24.7500000Z|Feed_Rate|96.1833333333333
2017-02-07T16:03:24.7656250Z|Program_Runtime_Seconds|47
2017-02-07T16:03:24.9062500Z|Feed_Rate|27.7
2017-02-07T16:03:25.0937500Z|Block_Number|36
2017-02-07T16:03:25.0937500Z|Feed_Rate|9.33333333333333
2017-02-07T16:03:25.2500000Z|Feed_Rate|50.8
2017-02-07T16:03:25.5625000Z|Spindle_Time|6693111.9432
2017-02-07T16:03:25.7031250Z|Program_Runtime_Seconds|48
2017-02-07T16:03:26.7812500Z|Program_Runtime_Seconds|49
2017-02-07T16:03:27.8593750Z|Program_Runtime_Seconds|50
2017-02-07T16:03:28.6093750Z|Program_Runtime_Seconds|51
2017-02-07T16:03:28.9218750Z|Feed_Rate|49.65
2017-02-07T16:03:29.0781250Z|Feed_Rate|44.6833333333333
2017-02-07T16:03:29.2500000Z|Block_Number|37
2017-02-07T16:03:29.2500000Z|Feed_Rate|46.7166666666667
2017-02-07T16:03:29.4218750Z|Block_Number|38
2017-02-07T16:03:29.4375000Z|Feed_Rate|82.85
2017-02-07T16:03:29.5937500Z|Feed_Rate|166.083333333333
2017-02-07T16:03:29.7656250Z|Feed_Rate|172.9
2017-02-07T16:03:29.7812500Z|Program_Runtime_Seconds|52
2017-02-07T16:03:30.5625000Z|Block_Number|39
2017-02-07T16:03:30.5781250Z|Feed_Rate|49.6166666666667
2017-02-07T16:03:30.7187500Z|Feed_Rate|55.8333333333333
2017-02-07T16:03:30.7500000Z|Program_Runtime_Seconds|53
2017-02-07T16:03:30.9062500Z|Block_Number|40
2017-02-07T16:03:30.9062500Z|Feed_Rate|38.0666666666667
2017-02-07T16:03:31.0781250Z|Feed_Rate|50.8
2017-02-07T16:03:31.6562500Z|Program_Runtime_Seconds|54
2017-02-07T16:03:32.7343750Z|Program_Runtime_Seconds|55
2017-02-07T16:03:33.6718750Z|Program_Runtime_Seconds|56
2017-02-07T16:03:34.7343750Z|Feed_Rate|50.7833333333333
2017-02-07T16:03:34.7500000Z|Program_Runtime_Seconds|57
2017-02-07T16:03:34.8906250Z|Feed_Rate|38.2
2017-02-07T16:03:35.0625000Z|Block_Number|41
2017-02-07T16:03:35.0781250Z|Feed_Rate|70.95
2017-02-07T16:03:35.2343750Z|Block_Number|42
2017-02-07T16:03:35.2500000Z|Feed_Rate|96.5166666666667
2017-02-07T16:03:35.4062500Z|Feed_Rate|172.2
2017-02-07T16:03:35.5781250Z|Feed_Rate|172.9
2017-02-07T16:03:35.7343750Z|Program_Runtime_Seconds|58
2017-02-07T16:03:36.3593750Z|Block_Number|43
2017-02-07T16:03:36.3750000Z|Feed_Rate|114.333333333333
2017-02-07T16:03:36.5156250Z|Feed_Rate|26.0833333333333
2017-02-07T16:03:36.7031250Z|Block_Number|44
2017-02-07T16:03:36.7187500Z|Feed_Rate|12.3
2017-02-07T16:03:36.7500000Z|Program_Runtime_Seconds|59
2017-02-07T16:03:36.8593750Z|Feed_Rate|50.8
2017-02-07T16:03:37.6406250Z|Program_Runtime_Seconds|0
2017-02-07T16:03:37.6562500Z|Program_Runtime_Seconds|60
2017-02-07T16:03:38.6875000Z|Program_Runtime_Seconds|61
2017-02-07T16:03:39.7656250Z|Program_Runtime_Seconds|62
2017-02-07T16:03:40.5625000Z|Feed_Rate|49.5333333333333
2017-02-07T16:03:40.7031250Z|Feed_Rate|16.2666666666667
2017-02-07T16:03:40.7343750Z|Program_Runtime_Seconds|63
2017-02-07T16:03:40.8906250Z|Block_Number|45
2017-02-07T16:03:40.9062500Z|Feed_Rate|32.6166666666667
2017-02-07T16:03:41.0781250Z|Block_Number|46
2017-02-07T16:03:41.0781250Z|Feed_Rate|78.4666666666667
2017-02-07T16:03:41.2343750Z|Feed_Rate|172.9
2017-02-07T16:03:41.7187500Z|Program_Runtime_Seconds|64
2017-02-07T16:03:42.1875000Z|Block_Number|47
2017-02-07T16:03:42.2031250Z|Feed_Rate|64.9166666666667
2017-02-07T16:03:42.3437500Z|Feed_Rate|30.9833333333333
2017-02-07T16:03:42.5156250Z|Block_Number|48
2017-02-07T16:03:42.5312500Z|Feed_Rate|12.8
2017-02-07T16:03:42.7031250Z|Feed_Rate|28.85
2017-02-07T16:03:42.8437500Z|Feed_Rate|50.8
2017-02-07T16:03:42.8593750Z|Program_Runtime_Seconds|65
2017-02-07T16:03:43.7500000Z|Program_Runtime_Seconds|66
2017-02-07T16:03:44.6875000Z|Program_Runtime_Seconds|67
2017-02-07T16:03:45.7656250Z|Program_Runtime_Seconds|68
2017-02-07T16:03:46.5156250Z|Feed_Rate|40.1833333333333
2017-02-07T16:03:46.6875000Z|Block_Number|49
2017-02-07T16:03:46.7031250Z|Feed_Rate|68.0833333333333
2017-02-07T16:03:46.7187500Z|Program_Runtime_Seconds|69
2017-02-07T16:03:46.8593750Z|Block_Number|50
2017-02-07T16:03:46.8750000Z|Feed_Rate|90.9833333333333
2017-02-07T16:03:47.0312500Z|Feed_Rate|170.583333333333
2017-02-07T16:03:47.1718750Z|Feed_Rate|172.9
2017-02-07T16:03:47.7968750Z|Program_Runtime_Seconds|70
2017-02-07T16:03:47.9531250Z|Feed_Rate|130.333333333333
2017-02-07T16:03:48.1250000Z|Block_Number|51
2017-02-07T16:03:48.1406250Z|Feed_Rate|24.5166666666667
2017-02-07T16:03:48.2968750Z|Block_Number|52
2017-02-07T16:03:48.3281250Z|Feed_Rate|4.88333333333333
2017-02-07T16:03:48.4687500Z|Feed_Rate|50.8
2017-02-07T16:03:48.7656250Z|Program_Runtime_Seconds|71
2017-02-07T16:03:49.7031250Z|Program_Runtime_Seconds|72
2017-02-07T16:03:50.7812500Z|Program_Runtime_Seconds|73
2017-02-07T16:03:51.7187500Z|Program_Runtime_Seconds|74
2017-02-07T16:03:52.1718750Z|Feed_Rate|50.25
2017-02-07T16:03:52.3281250Z|Feed_Rate|19.1
2017-02-07T16:03:52.4843750Z|Block_Number|53
2017-02-07T16:03:52.5000000Z|Feed_Rate|69.2666666666667
2017-02-07T16:03:52.6875000Z|Block_Number|54
2017-02-07T16:03:52.7031250Z|Feed_Rate|76
2017-02-07T16:03:52.8437500Z|Feed_Rate|172.9
2017-02-07T16:03:52.8750000Z|Program_Runtime_Seconds|75
2017-02-07T16:03:53.7968750Z|Block_Number|55
2017-02-07T16:03:53.8125000Z|Feed_Rate|82.6833333333333
2017-02-07T16:03:53.8281250Z|Program_Runtime_Seconds|76
2017-02-07T16:03:53.9531250Z|Feed_Rate|28.9833333333333
2017-02-07T16:03:54.1406250Z|Block_Number|56
2017-02-07T16:03:54.1562500Z|Feed_Rate|8.35
2017-02-07T16:03:54.2968750Z|Feed_Rate|30.5166666666667
2017-02-07T16:03:54.4375000Z|Feed_Rate|50.8
2017-02-07T16:03:54.7656250Z|Program_Runtime_Seconds|77
2017-02-07T16:03:55.6562500Z|Program_Runtime_Seconds|78
2017-02-07T16:03:56.7187500Z|Program_Runtime_Seconds|79
2017-02-07T16:03:57.7968750Z|Program_Runtime_Seconds|80
2017-02-07T16:03:58.0937500Z|Feed_Rate|41.6166666666667
2017-02-07T16:03:58.2656250Z|Block_Number|57
2017-02-07T16:03:58.2812500Z|Feed_Rate|32.15
2017-02-07T16:03:58.4375000Z|Block_Number|58
2017-02-07T16:03:58.4531250Z|Feed_Rate|36.2833333333333
2017-02-07T16:03:58.6093750Z|Feed_Rate|172.9
2017-02-07T16:03:58.7812500Z|Program_Runtime_Seconds|81
2017-02-07T16:03:59.5781250Z|Feed_Rate|142.75
2017-02-07T16:03:59.7343750Z|Block_Number|59
2017-02-07T16:03:59.7656250Z|Feed_Rate|16.7
2017-02-07T16:03:59.7812500Z|Program_Runtime_Seconds|82
2017-02-07T16:03:59.9218750Z|Block_Number|60
2017-02-07T16:03:59.9531250Z|Feed_Rate|3.35
2017-02-07T16:04:00.0937500Z|Feed_Rate|50.8
2017-02-07T16:04:00.7031250Z|Program_Runtime_Seconds|83
2017-02-07T16:04:01.7812500Z|Program_Runtime_Seconds|84
2017-02-07T16:04:02.6875000Z|Program_Runtime_Seconds|85
2017-02-07T16:04:03.7656250Z|Feed_Rate|50.7333333333333
2017-02-07T16:04:03.7812500Z|Program_Runtime_Seconds|86
2017-02-07T16:04:03.9062500Z|Feed_Rate|36.7666666666667
2017-02-07T16:04:04.0937500Z|Block_Number|61
2017-02-07T16:04:04.0937500Z|Feed_Rate|71.25
2017-02-07T16:04:04.2656250Z|Block_Number|62
2017-02-07T16:04:04.2812500Z|Feed_Rate|101.083333333333
2017-02-07T16:04:04.4375000Z|Feed_Rate|125.016666666667
2017-02-07T16:04:04.6093750Z|Feed_Rate|172.9
2017-02-07T16:04:04.7656250Z|Program_Runtime_Seconds|87
2017-02-07T16:04:05.3593750Z|Feed_Rate|102.316666666667
2017-02-07T16:04:05.5468750Z|Block_Number|63
2017-02-07T16:04:05.5781250Z|Feed_Rate|41.2666666666667
2017-02-07T16:04:05.7343750Z|Block_Number|64
2017-02-07T16:04:05.7656250Z|Feed_Rate|7.8
2017-02-07T16:04:05.7656250Z|Program_Runtime_Seconds|88
2017-02-07T16:04:05.8906250Z|Feed_Rate|50.8
2017-02-07T16:04:06.6718750Z|Program_Runtime_Seconds|89
2017-02-07T16:04:07.7031250Z|Program_Runtime_Seconds|90
2017-02-07T16:04:08.7812500Z|Program_Runtime_Seconds|91
2017-02-07T16:04:09.6718750Z|Feed_Rate|35.9
2017-02-07T16:04:09.7031250Z|Program_Runtime_Seconds|92
2017-02-07T16:04:09.8593750Z|Block_Number|65
2017-02-07T16:04:09.8593750Z|Feed_Rate|29.1
2017-02-07T16:04:10.0312500Z|Block_Number|66
2017-02-07T16:04:10.0468750Z|Feed_Rate|31.3
2017-02-07T16:04:10.2031250Z|Feed_Rate|172.9
2017-02-07T16:04:10.6718750Z|Program_Runtime_Seconds|93
2017-02-07T16:04:11.3125000Z|Block_Number|67
2017-02-07T16:04:11.3281250Z|Feed_Rate|10.1666666666667
2017-02-07T16:04:11.4843750Z|Feed_Rate|25.2
2017-02-07T16:04:11.6718750Z|Block_Number|68
2017-02-07T16:04:11.6718750Z|Feed_Rate|43.6166666666667
2017-02-07T16:04:11.8125000Z|Feed_Rate|50.8
2017-02-07T16:04:11.8281250Z|Program_Runtime_Seconds|94
2017-02-07T16:04:12.7343750Z|Program_Runtime_Seconds|95
2017-02-07T16:04:13.7968750Z|Program_Runtime_Seconds|96
2017-02-07T16:04:14.7187500Z|Program_Runtime_Seconds|97
2017-02-07T16:04:15.4687500Z|Feed_Rate|38.6166666666667
2017-02-07T16:04:15.6250000Z|Block_Number|69
2017-02-07T16:04:15.6562500Z|Feed_Rate|13.2166666666667
2017-02-07T16:04:15.7968750Z|Feed_Rate|44.95
2017-02-07T16:04:15.8125000Z|Program_Runtime_Seconds|98
2017-02-07T16:04:15.9687500Z|Block_Number|70
2017-02-07T16:04:15.9843750Z|Feed_Rate|121.083333333333
2017-02-07T16:04:16.1250000Z|Feed_Rate|172.233333333333
2017-02-07T16:04:16.2968750Z|Feed_Rate|172.9
2017-02-07T16:04:16.7656250Z|Program_Runtime_Seconds|99
2017-02-07T16:04:17.0937500Z|Block_Number|71
2017-02-07T16:04:17.1093750Z|Feed_Rate|75.1333333333333
2017-02-07T16:04:17.2656250Z|Feed_Rate|26.1666666666667
2017-02-07T16:04:17.4375000Z|Block_Number|72
2017-02-07T16:04:17.4531250Z|Feed_Rate|43.2333333333333
2017-02-07T16:04:17.5781250Z|Feed_Rate|50.8
2017-02-07T16:04:17.7343750Z|Program_Runtime_Seconds|100
2017-02-07T16:04:18.8125000Z|Program_Runtime_Seconds|101
2017-02-07T16:04:19.7343750Z|Program_Runtime_Seconds|102
2017-02-07T16:04:20.8281250Z|Program_Runtime_Seconds|103
2017-02-07T16:04:21.2812500Z|Feed_Rate|46.7666666666667
2017-02-07T16:04:21.4531250Z|Block_Number|73
2017-02-07T16:04:21.4687500Z|Feed_Rate|20.7333333333333
2017-02-07T16:04:21.6250000Z|Block_Number|75
2017-02-07T16:04:21.6562500Z|Feed_Rate|0
2017-02-07T16:04:21.7968750Z|Feed_Rate|117.433333333333
2017-02-07T16:04:21.7968750Z|Program_Runtime_Seconds|104
2017-02-07T16:04:21.9375000Z|Feed_Rate|135.866666666667
2017-02-07T16:04:21.9531250Z|Spindle_Speed|10880.039821
2017-02-07T16:04:22.0937500Z|Feed_Rate|172.716666666667
2017-02-07T16:04:22.1093750Z|Spindle_Speed|9511.199602
2017-02-07T16:04:22.2343750Z|Spindle_Speed|8888.999502
2017-02-07T16:04:22.4062500Z|Spindle_Speed|7644.599303
2017-02-07T16:04:22.5625000Z|Spindle_Speed|7022.399204
2017-02-07T16:04:22.7031250Z|Program_Runtime_Seconds|105
2017-02-07T16:04:22.7343750Z|Spindle_Speed|5653.558985
2017-02-07T16:04:22.8750000Z|Spindle_Speed|5031.358885
2017-02-07T16:04:23.0312500Z|Spindle_Speed|3786.958686
2017-02-07T16:04:23.1718750Z|Spindle_Speed|3164.758586
2017-02-07T16:04:23.3437500Z|Spindle_Speed|1920.358387
2017-02-07T16:04:23.5000000Z|Spindle_Speed|924.838228
2017-02-07T16:04:23.6562500Z|Spindle_Speed|302.638128
2017-02-07T16:04:23.8125000Z|Feed_Rate|169.416666666667
2017-02-07T16:04:23.8281250Z|Program_Runtime_Seconds|106
2017-02-07T16:04:23.8437500Z|Spindle_Speed|0.000000
2017-02-07T16:04:23.9687500Z|Block_Number|76
2017-02-07T16:04:24.0000000Z|Feed_Rate|0
2017-02-07T16:04:24.7656250Z|Program_Runtime_Seconds|107
2017-02-07T16:04:25.7500000Z|Program_Runtime_Seconds|108
2017-02-07T16:04:26.7656250Z|Program_Runtime_Seconds|109
2017-02-07T16:04:27.7656250Z|Program_Runtime_Seconds|110
2017-02-07T16:04:28.7656250Z|Program_Runtime_Seconds|111
2017-02-07T16:04:29.5468750Z|Block_Number|77
2017-02-07T16:04:29.5625000Z|Spindle_Speed|248.880040
2017-02-07T16:04:29.7187500Z|Feed_Rate|126.8
2017-02-07T16:04:29.7187500Z|Program_Runtime_Seconds|112
2017-02-07T16:04:29.8750000Z|Feed_Rate|160.6
2017-02-07T16:04:30.0468750Z|Feed_Rate|203.55
2017-02-07T16:04:30.2031250Z|Spindle_Speed|0.000000
2017-02-07T16:04:30.8593750Z|Program_Runtime_Seconds|113
2017-02-07T16:04:31.1562500Z|Feed_Rate|203.1
2017-02-07T16:04:31.3281250Z|Feed_Rate|64.85
2017-02-07T16:04:31.5000000Z|Feed_Rate|0
2017-02-07T16:04:31.6718750Z|Feed_Rate|37.0166666666667
2017-02-07T16:04:31.6875000Z|Program_Runtime_Seconds|114
2017-02-07T16:04:31.7968750Z|Feed_Rate|228.916666666667
2017-02-07T16:04:31.9687500Z|Feed_Rate|69.1833333333333
2017-02-07T16:04:32.1406250Z|Feed_Rate|0
2017-02-07T16:04:32.8125000Z|Program_Runtime_Seconds|115
2017-02-07T16:04:33.7031250Z|Program_Runtime_Seconds|116
2017-02-07T16:04:34.2187500Z|Current_Tool|0.000000
2017-02-07T16:04:34.6406250Z|Program_Runtime_Seconds|117
2017-02-07T16:04:34.7968750Z|Current_Tool|1.000000
2017-02-07T16:04:35.6718750Z|Program_Runtime_Seconds|118
2017-02-07T16:04:36.3281250Z|Block_Number|78
2017-02-07T16:04:36.3437500Z|Feed_Rate|197.916666666667
2017-02-07T16:04:36.4375000Z|Spindle_Speed|2115.480338
2017-02-07T16:04:36.4687500Z|Spindle_Speed|2737.680438
2017-02-07T16:04:36.6250000Z|Spindle_Speed|4106.520657
2017-02-07T16:04:36.7968750Z|Feed_Rate|181.416666666667
2017-02-07T16:04:36.8125000Z|Program_Runtime_Seconds|119
2017-02-07T16:04:36.8281250Z|Spindle_Speed|5350.920856
2017-02-07T16:04:36.9531250Z|Block_Number|79
2017-02-07T16:04:36.9531250Z|Feed_Rate|82.45
2017-02-07T16:04:36.9843750Z|Spindle_Speed|5973.120956
2017-02-07T16:04:37.0937500Z|Feed_Rate|0
2017-02-07T16:04:37.1250000Z|Spindle_Speed|7217.521155
2017-02-07T16:04:37.2343750Z|Spindle_Speed|7839.721254
2017-02-07T16:04:37.3750000Z|Spindle_Speed|8586.361374
2017-02-07T16:04:37.5000000Z|Spindle_Speed|9830.761573
2017-02-07T16:04:37.6562500Z|Program_Runtime_Seconds|60
2017-02-07T16:04:37.6718750Z|Program_Runtime_Seconds|120
2017-02-07T16:04:37.6875000Z|Spindle_Speed|10000.000000
2017-02-07T16:04:38.7656250Z|Program_Runtime_Seconds|121
2017-02-07T16:04:39.7656250Z|Program_Runtime_Seconds|122
2017-02-07T16:04:40.8281250Z|Program_Runtime_Seconds|123
2017-02-07T16:04:40.9843750Z|Feed_Rate|144.933333333333
2017-02-07T16:04:41.1250000Z|Feed_Rate|172.716666666667
2017-02-07T16:04:41.7500000Z|Program_Runtime_Seconds|124
2017-02-07T16:04:42.8593750Z|Block_Number|80
2017-02-07T16:04:42.8750000Z|Feed_Rate|25.3166666666667
2017-02-07T16:04:42.8906250Z|Program_Runtime_Seconds|125
2017-02-07T16:04:43.0312500Z|Block_Number|81
2017-02-07T16:04:43.0468750Z|Feed_Rate|13.3333333333333
2017-02-07T16:04:43.1718750Z|Feed_Rate|24.9
2017-02-07T16:04:43.3281250Z|Feed_Rate|25.4
2017-02-07T16:04:43.8125000Z|Block_Number|91
2017-02-07T16:04:43.8281250Z|Feed_Rate|22.8166666666667
2017-02-07T16:04:43.8593750Z|Program_Runtime_Seconds|126
2017-02-07T16:04:44.0000000Z|Block_Number|137
2017-02-07T16:04:44.0156250Z|Feed_Rate|16.7666666666667
2017-02-07T16:04:44.2031250Z|Block_Number|153
2017-02-07T16:04:44.2187500Z|Feed_Rate|23.15
2017-02-07T16:04:44.3906250Z|Block_Number|189
2017-02-07T16:04:44.4062500Z|Feed_Rate|13.4166666666667
2017-02-07T16:04:44.5625000Z|Block_Number|208
